04:15:55,neutral,0.5005000000000001
04:15:56,neutral,0.47850000000000004
04:15:56,neutral,0.40700000000000003
04:15:56,happy,1.1384999999999998
04:15:57,happy,1.15
04:15:57,neutral,0.462
04:15:58,neutral,0.48400000000000004
04:15:58,neutral,0.44550000000000006
04:15:59,neutral,0.5115000000000001
04:15:59,neutral,0.44550000000000006
04:16:00,neutral,0.4565
04:16:00,neutral,0.42900000000000005
04:16:01,neutral,0.36850000000000005
04:16:01,neutral,0.42350000000000004
04:16:02,neutral,0.44550000000000006
04:16:02,neutral,0.47850000000000004
04:16:02,neutral,0.49500000000000005
04:16:03,neutral,0.462
04:16:03,neutral,0.385
04:16:04,neutral,0.5115000000000001
04:16:04,neutral,0.5060000000000001
04:16:05,neutral,0.44000000000000006
04:42:22,sad,0.504
04:42:23,neutral,1.2
04:42:23,sad,1.2
04:42:24,happy,1.2
04:42:24,happy,1.2
04:42:25,happy,1.104
04:42:26,happy,0.42
04:42:26,sad,0.444
04:42:43,sad,0.444
04:42:44,neutral,1.164
04:42:45,happy,1.2
04:42:45,happy,1.2
04:42:46,happy,1.188
04:42:46,happy,1.188
04:42:47,happy,1.188
04:42:48,happy,1.2
04:42:48,happy,1.056
04:42:50,happy,0.564
04:42:52,neutral,0.852
04:42:53,neutral,1.128
04:42:53,neutral,1.2
04:42:54,happy,1.2
04:42:54,happy,1.188
12:43:57,happy,1.152
12:43:58,happy,1.116
12:43:58,happy,1.188
12:43:59,happy,1.188
12:43:59,happy,0.84
12:44:00,happy,1.188
12:45:31,sad,0.636
12:45:32,sad,0.612
12:45:32,sad,0.66
12:45:33,sad,0.54
12:45:33,sad,0.576
12:45:33,sad,0.45599999999999996
12:45:34,sad,0.636
12:45:34,sad,0.672
12:45:34,sad,0.564
12:45:35,sad,0.42
12:45:35,sad,0.368
12:45:36,sad,0.5635
12:45:36,angry,0.48299999999999993
12:45:36,angry,0.396
12:45:37,happy,1.188
12:45:37,happy,0.576
12:45:37,happy,1.068
12:45:38,happy,1.164
12:45:38,happy,1.068
12:45:38,happy,0.8160000000000001
12:45:38,happy,1.068
12:45:39,happy,0.40249999999999997
12:45:39,happy,0.396
12:45:40,sad,0.36
12:45:41,sad,0.46799999999999997
12:45:42,neutral,0.384
12:45:43,neutral,0.708
12:45:43,neutral,1.164
12:45:43,happy,1.188
12:45:44,happy,1.2
12:45:44,happy,1.2
12:45:45,happy,1.188
12:45:45,happy,1.188
12:45:45,happy,1.176
12:45:45,happy,0.384
12:45:46,happy,0.768
12:45:46,happy,0.48
12:45:47,sad,0.45999999999999996
12:45:48,sad,0.42
12:45:48,sad,0.5864999999999999
12:45:48,sad,0.384
12:45:49,angry,0.40249999999999997
12:45:49,angry,0.3795
13:29:07,happy,1.152
13:29:07,happy,1.14
13:29:07,happy,1.176
13:29:08,happy,1.188
13:29:08,happy,1.104
13:29:09,happy,0.3565
13:29:12,neutral,0.40800000000000003
13:29:13,sad,0.396
13:29:14,angry,0.3795
13:29:15,angry,1.2
13:29:16,angry,1.2
13:29:16,happy,1.2
13:29:16,happy,1.2
13:29:17,happy,1.188
13:29:17,happy,0.756
13:29:17,happy,0.396
13:29:18,happy,0.432
13:29:32,neutral,0.3565
13:29:32,angry,0.49449999999999994
13:29:34,angry,0.368
13:29:34,angry,0.43699999999999994
13:29:34,angry,0.4714999999999999
13:29:35,angry,0.4714999999999999
11:23:59,sad,0.42
11:24:00,fear,0.49449999999999994
18:17:51,sad,0.432
18:17:56,angry,0.3795
18:17:57,angry,0.598
18:18:00,angry,0.36
18:18:01,sad,0.384
18:18:04,sad,0.45599999999999996
18:18:11,sad,0.396
18:18:13,neutral,1.14
18:18:19,neutral,0.36
18:18:26,sad,0.8969999999999999
18:18:30,angry,0.4714999999999999
18:18:32,angry,0.672
18:18:35,neutral,0.36
18:18:38,angry,0.3565
18:18:40,neutral,0.49199999999999994
18:18:40,neutral,0.84
18:18:40,happy,0.648
18:18:40,happy,0.624
18:18:42,happy,0.504
18:18:42,happy,0.54
18:18:42,happy,0.48
18:18:43,happy,0.852
18:18:43,happy,0.384
18:18:51,neutral,0.3565
18:18:58,neutral,0.391
18:18:58,neutral,0.40249999999999997
18:18:59,angry,0.6839999999999999
18:19:00,happy,1.116
18:19:00,happy,0.516
18:19:01,happy,0.948
18:19:04,angry,0.5864999999999999
18:19:04,angry,0.575
18:19:04,angry,0.506
18:19:05,angry,0.3795
18:19:05,angry,0.36
18:19:07,neutral,0.46799999999999997
18:19:08,happy,0.372
18:19:09,happy,0.396
18:19:09,happy,0.396
18:19:10,happy,0.36
18:19:10,happy,0.42
18:19:10,happy,0.396
18:19:11,happy,0.372
18:19:11,happy,0.40800000000000003
18:19:12,happy,0.42
18:19:13,happy,0.46799999999999997
18:19:13,happy,0.40800000000000003
18:19:14,neutral,0.444
18:19:15,neutral,0.432
18:19:15,happy,0.372
18:19:16,happy,0.516
18:19:16,happy,0.396
18:19:18,neutral,0.444
18:19:18,happy,0.576
18:19:18,neutral,0.3565
18:19:19,angry,0.391
18:19:20,angry,0.391
18:19:20,angry,0.43699999999999994
18:19:20,angry,0.44849999999999995
18:19:21,angry,0.43699999999999994
18:19:21,angry,0.44849999999999995
18:19:22,angry,0.4255
18:19:22,angry,0.391
18:19:23,angry,0.372
18:19:23,angry,0.396
18:19:23,happy,0.46799999999999997
18:19:24,angry,0.391
18:19:24,angry,0.368
18:19:24,angry,0.414
18:19:25,angry,0.40249999999999997
18:19:29,angry,0.7474999999999999
18:19:29,angry,0.43699999999999994
18:19:32,neutral,0.644
18:19:34,neutral,0.45599999999999996
18:19:35,neutral,0.45599999999999996
18:19:36,happy,0.432
18:19:50,neutral,0.54
18:19:53,angry,0.414
18:19:53,angry,0.43699999999999994
18:19:53,angry,0.9839999999999999
18:20:29,neutral,0.696
18:20:30,happy,0.552
18:20:30,sad,0.48
18:21:09,sad,0.621
18:21:32,angry,0.45999999999999996
18:21:32,angry,0.48299999999999993
18:21:38,angry,0.5405
18:21:43,angry,0.40249999999999997
18:21:45,angry,0.43699999999999994
18:21:46,angry,0.391
18:21:47,angry,0.368
18:21:47,fear,0.3565
18:21:51,fear,0.575
18:21:59,fear,0.552
18:22:16,fear,0.40249999999999997
18:22:24,angry,0.40249999999999997
18:22:25,fear,0.3795
18:22:25,fear,0.49449999999999994
18:22:35,neutral,0.66
18:22:35,happy,0.552
18:22:36,happy,0.48
18:22:36,happy,0.8999999999999999
18:22:49,happy,0.575
18:22:49,happy,0.5405
18:22:57,happy,0.8160000000000001
18:23:20,angry,0.40249999999999997
18:23:21,angry,0.45599999999999996
18:23:23,angry,0.48
18:23:24,angry,0.3795
18:23:24,happy,0.612
18:23:43,happy,0.43699999999999994
18:23:50,happy,0.696
18:23:54,sad,0.36
18:24:15,neutral,0.4255
18:24:22,neutral,0.624
18:24:24,neutral,0.7705
18:24:25,neutral,0.6094999999999999
18:24:30,fear,0.396
18:24:46,angry,0.368
18:27:02,angry,0.40249999999999997
18:27:02,happy,0.504
18:27:03,happy,0.42
18:27:03,sad,0.49199999999999994
18:27:04,happy,0.9119999999999999
18:27:04,happy,1.164
18:27:04,happy,1.188
18:27:05,happy,1.176
18:27:05,happy,1.092
18:27:06,happy,1.08
18:27:06,happy,1.164
18:27:06,happy,1.128
18:27:07,happy,1.176
18:27:07,happy,1.032
18:27:07,happy,0.828
18:27:08,happy,0.5864999999999999
18:27:08,happy,0.48299999999999993
18:27:08,happy,0.36
18:27:09,neutral,0.384
18:27:19,neutral,0.49449999999999994
18:27:36,neutral,0.384
18:27:36,neutral,0.48
18:27:37,neutral,0.372
18:27:37,neutral,0.45599999999999996
18:27:39,neutral,0.48
18:27:46,neutral,0.414
18:27:48,neutral,0.444
18:27:48,neutral,0.372
18:27:48,sad,0.444
18:27:49,sad,0.36
18:27:50,neutral,0.45599999999999996
18:27:51,neutral,0.45599999999999996
18:27:54,neutral,0.49199999999999994
18:27:54,neutral,0.384
18:27:55,sad,0.48
18:27:58,neutral,0.45599999999999996
18:27:59,neutral,0.48
18:28:00,neutral,0.40800000000000003
18:28:00,sad,0.504
18:28:00,sad,0.42
18:28:01,sad,0.46799999999999997
18:28:02,sad,0.40800000000000003
18:28:02,sad,0.372
18:28:02,sad,0.36
18:28:03,sad,0.36
18:28:03,sad,0.444
18:28:04,sad,0.444
18:28:05,sad,0.40800000000000003
18:28:05,sad,0.444
18:28:06,sad,0.396
18:28:07,sad,0.45599999999999996
18:28:07,sad,0.46799999999999997
18:28:07,sad,0.504
18:28:10,neutral,0.43699999999999994
18:28:11,angry,0.368
23:16:57,fear,0.44849999999999995
23:16:57,fear,0.48299999999999993
23:16:58,fear,0.5864999999999999
23:17:12,happy,0.804
23:17:13,sad,0.432
23:17:14,fear,0.40249999999999997
23:17:19,angry,0.621
23:17:20,neutral,0.391
23:17:28,angry,0.5175
23:17:30,sad,0.564
23:17:31,sad,0.504
23:18:06,neutral,0.6
23:18:07,neutral,0.40800000000000003
23:18:08,happy,1.164
23:18:08,happy,1.176
23:18:11,happy,0.372
23:18:11,happy,0.3625
23:18:12,happy,0.3875
23:18:12,happy,0.612
23:18:13,surprise,0.3795
23:18:16,happy,0.36
23:18:16,angry,0.4
23:18:17,surprise,0.525
23:18:17,surprise,0.6125
23:18:18,surprise,0.9625
23:18:18,surprise,0.756
23:18:19,surprise,0.708
23:18:19,sad,0.636
23:18:20,sad,0.48750000000000004
23:18:20,sad,0.864
23:18:21,sad,0.9359999999999999
23:18:21,happy,0.9239999999999999
23:18:22,happy,0.96
23:18:22,happy,1.068
23:18:23,happy,0.384
23:18:29,surprise,0.3875
23:18:30,surprise,0.35000000000000003
23:18:31,surprise,0.3625
23:18:32,surprise,0.372
23:18:32,surprise,0.5125
23:18:33,surprise,0.375
23:18:33,surprise,0.6375
23:18:34,surprise,0.4375
23:18:34,surprise,0.9959999999999999
23:18:35,surprise,0.525
23:18:35,surprise,0.528
23:18:36,surprise,0.648
23:18:36,happy,0.3795
23:18:39,surprise,0.4
23:18:40,surprise,0.372
23:18:40,sad,0.42
23:18:41,sad,0.72
23:18:41,sad,0.696
23:18:42,happy,0.48
23:18:42,happy,0.732
23:18:43,happy,0.708
23:18:44,happy,0.45599999999999996
23:18:45,sad,0.475
23:18:46,sad,0.4625
23:18:48,sad,0.43699999999999994
23:18:48,sad,0.576
23:18:52,sad,0.368
23:18:53,sad,0.744
23:18:54,happy,0.54
23:18:54,sad,0.45599999999999996
23:18:56,happy,0.506
23:18:57,sad,0.41250000000000003
23:18:58,surprise,0.55
23:18:59,surprise,0.396
23:18:59,surprise,0.40249999999999997
23:19:00,surprise,0.4625
23:19:00,surprise,0.49199999999999994
23:19:01,surprise,0.66
23:19:02,surprise,1.025
23:19:02,surprise,0.7625
23:19:03,surprise,0.5625
23:19:04,surprise,0.6875
23:19:48,angry,0.6325
23:19:48,surprise,0.5
23:19:49,sad,0.372
23:19:49,sad,0.375
23:19:53,sad,0.648
23:19:53,surprise,0.41250000000000003
23:19:57,surprise,0.648
23:20:04,surprise,0.804
23:20:04,sad,0.588
23:20:08,happy,0.46799999999999997
23:20:10,happy,0.529
23:20:12,happy,0.528
23:20:13,sad,0.36
23:20:15,sad,0.576
23:20:18,sad,0.396
23:20:24,sad,0.414
23:20:24,sad,0.40800000000000003
23:20:25,sad,0.432
23:20:25,sad,0.45599999999999996
23:20:30,sad,0.45599999999999996
23:20:33,sad,0.40249999999999997
23:20:37,sad,0.6
23:20:40,sad,0.9239999999999999
23:20:40,sad,0.49199999999999994
23:20:41,happy,0.624
23:20:41,happy,0.42
23:20:42,happy,0.391
23:34:24,sad,0.49199999999999994
23:34:25,angry,0.736
23:34:26,sad,0.3565
23:34:27,sad,1.14
23:34:27,happy,1.176
23:34:30,angry,0.43699999999999994
23:34:31,happy,0.375
23:34:31,happy,0.5405
23:34:33,angry,0.8164999999999999
23:34:38,angry,0.396
23:34:43,angry,0.43699999999999994
23:34:44,angry,0.5175
23:34:45,angry,0.414
23:34:48,angry,0.564
23:34:48,angry,0.644
23:34:49,angry,0.588
23:34:49,sad,0.46799999999999997
23:34:50,sad,0.36
23:34:54,neutral,0.529
23:44:30,fear,0.3795
23:44:30,angry,0.4714999999999999
23:44:34,angry,0.49449999999999994
23:44:37,neutral,0.44849999999999995
23:44:38,neutral,0.4714999999999999
23:44:41,angry,0.49449999999999994
23:44:41,angry,0.414
23:44:43,angry,0.46799999999999997
23:44:44,angry,0.768
23:44:45,sad,0.46799999999999997
23:44:45,sad,0.49449999999999994
23:44:46,angry,0.5635
23:44:46,sad,0.48
23:44:47,angry,0.44849999999999995
23:44:47,angry,0.368
23:44:48,angry,0.48299999999999993
23:44:49,angry,0.384
23:44:49,angry,0.48299999999999993
23:44:50,angry,0.8164999999999999
23:44:50,angry,0.6325
23:44:51,angry,0.7705
23:44:51,angry,0.8624999999999999
23:44:52,angry,0.7934999999999999
23:44:52,angry,0.759
23:44:53,angry,0.69
23:44:53,angry,0.713
23:44:54,angry,0.564
23:44:54,angry,0.8739999999999999
23:44:55,angry,0.42
23:44:57,neutral,0.4255
23:44:59,neutral,0.372
23:45:04,neutral,0.9239999999999999
23:45:04,happy,0.9359999999999999
23:45:06,happy,0.66
23:45:06,happy,0.648
23:45:07,happy,0.516
23:45:10,neutral,0.48
23:45:11,neutral,0.45999999999999996
23:45:12,sad,0.48
23:45:13,sad,0.624
23:45:15,sad,0.414
23:45:15,sad,0.45599999999999996
23:45:16,sad,0.40249999999999997
23:45:17,angry,0.414
23:45:17,angry,0.40800000000000003
23:45:22,happy,0.384
23:45:27,sad,0.516
23:45:28,sad,0.396
23:45:29,sad,0.48
23:45:30,sad,0.45599999999999996
23:45:30,sad,0.36
23:45:37,sad,0.54
23:45:49,neutral,0.40249999999999997
23:45:52,angry,0.3795
23:45:56,angry,0.372
23:45:57,happy,0.372
23:46:11,neutral,0.3795
23:46:13,neutral,0.475
23:46:13,sad,0.35000000000000003
23:46:14,surprise,0.35000000000000003
23:46:15,surprise,0.372
23:46:16,surprise,0.396
23:46:17,sad,0.40800000000000003
23:46:24,sad,0.45599999999999996
23:46:33,neutral,0.48299999999999993
23:46:36,neutral,0.48299999999999993
23:46:39,neutral,0.756
23:46:40,sad,0.384
23:46:50,neutral,0.598
23:46:50,neutral,0.391
23:46:51,angry,0.782
23:46:57,angry,0.46799999999999997
23:47:11,angry,0.516
23:47:13,angry,0.444
23:47:14,sad,0.45599999999999996
23:47:20,sad,0.36
23:47:24,sad,0.624
23:47:26,sad,0.864
23:47:29,sad,0.708
23:47:32,sad,0.42
23:47:41,sad,0.3565
23:47:44,angry,0.5405
23:47:46,angry,0.432
23:47:49,neutral,0.4255
23:47:50,neutral,0.8160000000000001
23:47:51,neutral,0.506
23:47:52,angry,0.7474999999999999
23:47:56,angry,0.391
23:47:57,angry,0.7244999999999999
23:47:58,happy,0.45599999999999996
23:48:00,angry,0.4255
23:48:16,neutral,0.42
23:48:19,angry,0.40800000000000003
23:48:24,angry,0.575
23:48:24,angry,0.45999999999999996
23:48:25,angry,0.5175
23:48:29,angry,0.44849999999999995
23:48:30,angry,0.44849999999999995
23:48:31,angry,0.6784999999999999
23:48:32,angry,0.644
23:48:33,angry,0.529
23:48:34,angry,0.5864999999999999
23:48:36,angry,0.42
23:48:37,angry,0.529
23:48:37,angry,0.648
23:48:38,happy,0.78
23:48:39,happy,0.576
23:48:39,happy,0.948
23:48:40,happy,0.6839999999999999
23:48:41,happy,0.876
23:48:42,happy,0.45999999999999996
23:48:42,happy,0.621
23:48:43,angry,0.414
23:48:51,neutral,0.396
23:48:52,angry,0.43699999999999994
23:48:53,sad,0.372
23:49:33,sad,0.66
23:49:36,happy,1.2
23:49:36,neutral,0.5635
23:49:37,neutral,0.516
23:49:38,neutral,1.2
23:49:39,happy,1.188
23:49:39,happy,0.46799999999999997
23:49:40,sad,0.46799999999999997
23:49:41,sad,0.575
23:49:42,sad,0.828
23:49:43,angry,0.506
23:49:44,angry,0.49449999999999994
23:49:45,angry,0.42
23:49:45,angry,1.176
23:49:46,angry,0.45999999999999996
23:49:47,angry,0.45599999999999996
